season_id,episode_id,scene_id,utterance_id,speaker,transcript,emotion,character_entities,num_talked_about
s02,e07,c10,u012,Phoebe Buffay,"Well, I finally took your advice and asked him what was going on.",Neutral,"['Phoebe Buffay', 'Joey Tribbiani', 'Scott Alexander']",3
s02,e07,c10,u013,Joey Tribbiani,And what did he say?,Neutral,['Scott Alexander'],1
s02,e07,c10,u014,Phoebe Buffay,"He said that, um, he understands how sex can be like, a very emotional thing for a woman and he was just afraid that I was gonna get all, y'know, like, 'ohh, is he gonna call me the next day' and, y'know, 'where is this going' and, ya know, blah-la-la-la-la. So he said he wanted to hold off until he was prepared to be really serious.",Neutral,"['Scott Alexander', 'Scott Alexander', 'Scott Alexander']",3
s02,e07,c10,u015,Joey Tribbiani,Wow.,Joyful,[],0
s02,e07,c10,u016,Phoebe Buffay,"Yeah, so I said, ""OK, relax please,"" y'know, I mean, sex can be just about two people right there in the moment, y'know, it's, if he wants to see me again he can call and if not, that's fine too. So after a looooot of talking. . . I convinced him.",Joyful,[],0
s02,e07,c10,u017,Joey Tribbiani,"Let me get this straight. He got you to beg to sleep with him, he got you to say he never has to call you again, and he got you thinking this was a great idea.",Joyful,"['Scott Alexander', 'Phoebe Buffay', 'Scott Alexander', 'Scott Alexander', 'Phoebe Buffay', 'Scott Alexander', 'Phoebe Buffay', 'Scott Alexander', 'Phoebe Buffay']",9
s02,e07,c10,u018,Phoebe Buffay,Um-hum.,Joyful,[],0
s02,e07,c10,u019,Joey Tribbiani,This man is my God.,Joyful,"['Scott Alexander', 'Joey Tribbiani']",2
s02,e07,c11,u002,Rachel Green,Hi.,Neutral,[],0
s02,e07,c11,u003,Ross Geller,I didn't get a cat.,Sad,['Ross Geller'],1
s02,e07,c11,u004,Rachel Green,"Oh, that's um, interesting.",Neutral,[],0
s02,e07,c11,u005,Ross Geller,"No, no it's not interesting. OK, it's very, very not interesting. In fact it's actually 100 percent completely opposite of interesting.",Mad,[],0
s02,e07,c11,u006,Rachel Green,"Alright, I got it Ross.",Neutral,['Rachel Green'],1
s02,e07,c11,u007,Ross Geller,You had no right to tell me you ever had feelings for me.,Sad,"['Rachel Green', 'Ross Geller', 'Rachel Green', 'Ross Geller']",4
s02,e07,c11,u008,Rachel Green,What?,Sad,[],0
s02,e07,c11,u009,Ross Geller,I was doing great with Julie before I found out about you.,Mad,"['Ross Geller', 'Julie', 'Ross Geller', 'Rachel Green']",4
s02,e07,c11,u010,Rachel Green,"Hey, I was doin' great before I found out about you. You think it's easy for me to see you with Julie?",Mad,"['Ross Geller', 'Rachel Green', 'Ross Geller', 'Julie']",4
s02,e07,c11,u011,Ross Geller,Then you should have said something before I met her.,Mad,"['Rachel Green', 'Ross Geller', 'Julie']",3
s02,e07,c11,u012,Rachel Green,I didn't know then. And how come you never said anything to me.,Mad,"['Ross Geller', 'Rachel Green']",2
s02,e07,c11,u013,Ross Geller,There was never a good time.,Sad,[],0
s02,e07,c11,u014,Rachel Green,"Right, you, you only had a year. We only hung out every night.",Sad,"['Ross Geller', '#GENERAL#', 'Rachel Green']",3
s02,e07,c11,u015,Ross Geller,"Not, not, not every night. You know, and... and it's not like I didn't try, Rachel, but things got in the way, y'know? Like, like Italian guys or ex-fiances or, or, or Italian guys.",Sad,['Rachel Green'],1
s02,e07,c11,u016,Rachel Green,"Hey, there was one Italian guy, OK, and do you even have a point?",Mad,"['Paolo', 'Ross Geller']",2
s02,e07,c11,u017,Ross Geller,"The point is I... I don't need this right now, OK. It, it's too late, I'm with somebody else, I'm happy. This ship has sailed.",Mad,['Ross Geller'],1
s02,e07,c11,u018,Rachel Green,"Yeah, what're you saying, you just sort of put away feelings or whatever the hell it was you felt for me?",Mad,"['Ross Geller', 'Ross Geller', 'Ross Geller', 'Rachel Green']",4
s02,e07,c11,u019,Ross Geller,"Hey, I've been doin' it since the ninth grade, I've gotten pretty damn good at it.",Mad,"['Ross Geller', 'Ross Geller']",2
s02,e07,c11,u020,Rachel Green,"Alright, fine, you go ahead and you do that, alright Ross.",Mad,"['Ross Geller', 'Ross Geller', 'Ross Geller']",3
s02,e07,c11,u021,Ross Geller,Fine.,Mad,[],0
s02,e07,c11,u022,Rachel Green,'Cause I don't need your stupid ship.,Mad,"['Rachel Green', 'Ross Geller']",2
s02,e07,c11,u023,Ross Geller,Good.,Mad,[],0
s02,e07,c11,u024,Rachel Green,Good.,Mad,[],0
s02,e07,c11,u025,Rachel Green,"And ya know what, now I've got closure.",Mad,"['Ross Geller', 'Rachel Green']",2
s02,e07,c11,u026,Ross Geller,Try the bottom one.,Peaceful,[],0
s02,e07,c12,u002,Chandler Bing,"Monica, it's 6:30 in the morning. We're not working out, it's over.",Powerful,"['Ross Geller', 'Rachel Green', 'Monica Geller', 'Chandler Bing']",4
s02,e07,c12,u003,Monica Geller,"No way, with one pound to go, c'mon. We're workin', we're movin', we're in the zone we're groovin'.",Powerful,"['Ross Geller', 'Rachel Green', 'Monica Geller', 'Chandler Bing', 'Monica Geller', 'Chandler Bing', 'Monica Geller', 'Chandler Bing', 'Monica Geller', 'Chandler Bing']",10
s02,e07,c12,u004,Chandler Bing,"OK, I don't, I don't mind the last pound. OK, in fact I kind of like the last pound. OK, so don't make me do anything that I'll regret.",Mad,[],0
s02,e07,c12,u005,Monica Geller,"Ooh, what'cha gonna do, fat boy, huh? What?",Joyful,[],0
s02,e07,c12,u006,Chandler Bing,"Nothing, except tell you, uh, I think it's wonderful how much energy you have.",Peaceful,"['Monica Geller', 'Chandler Bing']",2
s02,e07,c12,u007,Monica Geller,"Well, thanks.",Joyful,[],0
s02,e07,c12,u008,Chandler Bing,"I mean, especially considering how tough it's been for you to find work.",Neutral,"['Chandler Bing', 'Monica Geller']",2
s02,e07,c12,u009,Monica Geller,"Well, you know.",Neutral,['Chandler Bing'],1
s02,e07,c12,u010,Chandler Bing,"You know, I mean, you can't tell your parents you were fired because they'd be disappointed.",Neutral,"['Monica Geller', 'Chandler Bing', 'Monica Geller', 'Monica Geller', 'Monica Geller', '#GENERAL#']",6
s02,e07,c12,u011,Monica Geller,Uh-huh.,Sad,[],0
s02,e07,c12,u012,Chandler Bing,And it's not as if you have a boyfriend's shoulder to cry on.,Neutral,"['Monica Geller', '#GENERAL#']",2
s02,e07,c12,u013,Monica Geller,"Well no, but um.",Sad,[],0
s02,e07,c12,u014,Chandler Bing,"I mean, if it were me, I think I'd have difficulty just getting out of bed at all.",Neutral,"['Chandler Bing', 'Chandler Bing', 'Chandler Bing', 'Chandler Bing']",4
s02,e07,c12,u015,Monica Geller,"Y'know, I try to stay positive. . .",Sad,[],0
s02,e07,c12,u016,Chandler Bing,"So, you feel like goin' for a run?",Neutral,['Monica Geller'],1
s02,e07,c12,u017,Monica Geller,Alright.,Neutral,[],0
s02,e07,c12,u018,Chandler Bing,"Because, you know, you don't have to. If you want, you could just take a nap right here.",Neutral,"['Monica Geller', 'Monica Geller']",2
s02,e07,c12,u019,Monica Geller,OK. Just for a little while.,Neutral,[],0
s02,e07,c12,u020,Chandler Bing,OK.,Joyful,[],0
s02,e08,c01,u002,Rachel Green,Ross kissed me.,Joyful,"['Ross Geller', 'Rachel Green']",2
s02,e08,c01,u003,Monica Geller,"Oh my god, oh my god, oh my god!",Joyful,[],0
s02,e08,c01,u004,Rachel Green,It was unbelievable!,Joyful,[],0
s02,e08,c01,u005,Monica Geller,"Oh my god, oh my god, oh my god!",Joyful,[],0
s02,e08,c01,u006,Phoebe Buffay,"Ok, all right. We want to hear everything. Monica, get the wine and unplug the phone. Rachel, does this end well or do we need to get tissues?",Joyful,"['Phoebe Buffay', 'Monica Geller']",2
s02,e08,c01,u007,Rachel Green,"Oh, it ended very well.",Neutral,[],0
s02,e08,c01,u008,Phoebe Buffay,Oh.,Neutral,[],0
s02,e08,c01,u009,Monica Geller,Do not start without me. Do not start without me.,Neutral,['Monica Geller'],1
s02,e08,c01,u010,Phoebe Buffay,"Ok, all right, let's hear about the kiss. Was it like, was it like a soft brush against your lips? Or was it like a, you know, a ""I gotta have you now"" kind of thing?",Joyful,['Rachel Green'],1
s02,e08,c01,u011,Rachel Green,"Well, at first it was really intense, you know. And then, oh, god, and then we just sort of sunk into it.",Joyful,"['Ross Geller', 'Rachel Green']",2
s02,e08,c01,u012,Phoebe Buffay,"Ok, so, ok, was he holding you? Or was his hand like on your back?",Neutral,"['#OTHER#', 'Rachel Green']",2
s02,e08,c01,u013,Rachel Green,"No, actually first they started on my waist. And then, they slid up, and then, they were in my hair.",Joyful,"['Non-Entity', 'Non-Entity', 'Rachel Green']",3
s02,e08,c01,u014,Monica Geller,Ohhhh.,Joyful,[],0
s02,e08,c04,u002,Mr. Ratstatter,"This is a nice resume. Nice, nice, nice. Muy impressivo.",Joyful,[],0
s02,e08,c04,u003,Monica Geller,"So, Mr. Rastatter, what exactly does this job entail? The ad wasn't too clear.",Neutral,[],0
s02,e08,c04,u004,Mr. Ratstatter,Mockolate.,Neutral,[],0
s02,e08,c04,u005,Monica Geller,I'm sorry?,Scared,['Monica Geller'],1
s02,e08,c04,u006,Mr. Ratstatter,Mockolate. It's a completely synthetic chocolate substitute.,Neutral,[],0
s02,e08,c04,u007,Monica Geller,Ohh.,Scared,[],0
s02,e08,c04,u008,Mr. Ratstatter,"Go ahead. Try a piece. Yeah, we think that Mockolate is even better than chocolate.",Powerful,[],0
s02,e08,c04,u009,Monica Geller,All right. Mmm-mmm.,Mad,[],0
s02,e08,c04,u010,Mr. Ratstatter,Yeah?,Neutral,[],0
s02,e08,c04,u011,Monica Geller,"I love how it crumbles. Now see, your chocolate doesn't do that.",Mad,['Mr. Ratstatter'],1
s02,e08,c04,u012,Mr. Ratstatter,"No, ma'am. Well, anyhoo, we should be getting our F.D.A. approval any day now, hopefully, in time for Thanksgiving. See, the way we look at it, chocolate already dominates most of your major food-preparation holidays: Easter, Christmas, what have you.",Powerful,"['Mr. Ratstatter', '#GENERAL#', 'Mr. Ratstatter', '#GENERAL#']",4
s02,e08,c04,u013,Monica Geller,Mmm-mmm.,Mad,[],0
s02,e08,c04,u014,Mr. Ratstatter,"But, we're thinking, given the right marketing, we can make Thanksgiving the Mockolate holiday.",Powerful,"['Mr. Ratstatter', '#GENERAL#', 'Mr. Ratstatter', '#GENERAL#']",4
s02,e08,c04,u015,Monica Geller,Wow.,Neutral,[],0
s02,e08,c04,u016,Mr. Ratstatter,Aren't you going to swallow that?,Neutral,['Monica Geller'],1
s02,e08,c04,u017,Monica Geller,Just waiting for it to stop bubbling.,Mad,[],0
s02,e08,c04,u018,Mr. Ratstatter,"Yeah, isn't that great?",Powerful,[],0
s02,e08,c04,u019,Monica Geller,Mmm.,Mad,[],0
s02,e08,c04,u020,Mr. Ratstatter,"Well, anyhoo, um, we are looking for a couple of chefs who can create some Thanksgiving-themed recipes. You think you might be interested?",Powerful,"['Monica Geller', 'Monica Geller']",2
s02,e08,c04,u021,Monica Geller,"Abso... ...lutely. See, I love creating new recipes. I love Thanksgiving. And, well, now, I love Mockolate.",Joyful,[],0
s02,e08,c04,u022,Mr. Ratstatter,Really?,Powerful,[],0
s02,e08,c04,u023,Monica Geller,"Especially the after taste, you know, I'll tell ya, that'll last ya till Christmas.",Joyful,"['Mr. Ratstatter', 'Monica Geller', 'Mr. Ratstatter']",3
s02,e08,c05,u002,Monica Geller,How about Mockolate mousse?,Neutral,[],0
s02,e08,c05,u003,Phoebe Buffay,"It's not, it's not very Thanksgiving-y.",Mad,[],0
s02,e08,c05,u004,Monica Geller,"Ok, how about pilgrim Mockolate mousse?",Neutral,[],0
s02,e08,c05,u005,Phoebe Buffay,What makes it pilgrim?,Neutral,[],0
s02,e08,c05,u006,Monica Geller,We'll put buckles on it.,Joyful,"['Phoebe Buffay', 'Monica Geller']",2
s02,e08,c05,u007,Rachel Green,Hey.,Neutral,[],0
s02,e08,c05,u008,Phoebe Buffay,Hey.,Neutral,[],0
s02,e08,c05,u009,Monica Geller,Hey.,Neutral,[],0
s02,e08,c05,u010,Rachel Green,"Did uh, Ross call?",Neutral,['Ross Geller'],1
s02,e08,c05,u011,Monica Geller,"No, I'm sorry.",Sad,['Monica Geller'],1
s02,e08,c05,u012,Rachel Green,"Why didn't he call? He's gonna stay with Julie, isn't he? He's gonna stay with her and she's going to be all, ""Hi, I'm Julie, Ross picked me, and we're gonna to get married, have a lot of kids and dig up stuff together.""",Mad,"['Ross Geller', 'Julie', 'Ross Geller']",3
s02,e08,c05,u013,Phoebe Buffay,"No offense, but that sounds nothing like her.",Powerful,['Julie'],1
s02,e08,c06,u002,Ross Geller,"I don't know what to do. What am I gonna do? I mean, this, this is like a complete nightmare.",Scared,['Ross Geller'],1
s02,e08,c06,u003,Chandler Bing,"Oh, I know. This must be so hard. Oh, no. Two women love me. They're both gorgeous and sexy. My wallet's too small for my fifties, and my diamond shoes are too tight.",Mad,[],0
s02,e08,c06,u004,Joey Tribbiani,"Hey, here's a thought, Ross.",Peaceful,['Ross Geller'],1
s02,e08,c06,u005,Chandler Bing,Don't touch the computer. Don't ever touch the computer.,Mad,[],0
s02,e08,c06,u006,Joey Tribbiani,"Ross, listen. I got two words for you. Threesome.",Joyful,"['Joey Tribbiani', 'Ross Geller']",2
s02,e08,c06,u007,Chandler Bing,"Ok, all right, look. Let's get logical about this, ok? We'll make a list. Rachel and Julie, pros and cons. Oh. We'll put their names in bold, with different fonts, and I can use different colors for each column.",Peaceful,"['Ross Geller', 'Joey Tribbiani', 'Chandler Bing']",3
s02,e08,c06,u008,Ross Geller,Can't we just use a pen?,Neutral,"['Ross Geller', 'Joey Tribbiani', 'Chandler Bing']",3
s02,e08,c06,u009,Chandler Bing,"No, Amish boy.",Joyful,['Ross Geller'],1
s02,e08,c06,u010,Joey Tribbiani,"Ok, let's start with the cons, 'cause they're more fun. All right, Rachel first.",Neutral,['Rachel Green'],1
s02,e08,c06,u011,Ross Geller,"I don't know. I mean, all right, I guess you can say she's a little spoiled sometimes.",Peaceful,"['Ross Geller', 'Ross Geller', 'Joey Tribbiani', 'Chandler Bing', 'Rachel Green']",5
s02,e08,c06,u012,Joey Tribbiani,You could say that.,Neutral,"['Ross Geller', 'Chandler Bing']",2
s02,e08,c06,u013,Ross Geller,"And I guess, you know, sometimes, she's a little ditzy, you know. And I've seen her be a little too into her looks. Oh, and Julie and I, we have a lot in common 'cause we're both paleontologists, but Rachel's just a waitress.",Peaceful,"['Ross Geller', 'Rachel Green', 'Rachel Green']",3
s02,e08,c06,u014,Chandler Bing,Waitress. Got it. You guys wanna play Doom? Or we could keep doing this. What else?,Joyful,[],0
s02,e08,c06,u015,Ross Geller,I don't know.,Neutral,['Ross Geller'],1
s02,e08,c06,u016,Joey Tribbiani,"Oh, her ankles are a little chubby.",Joyful,"['Ross Geller', 'Rachel Green']",2
s02,e08,c06,u017,Chandler Bing,"Ok, let's do Julie. What's wrong with her?",Neutral,['Julie'],1
s02,e08,c06,u018,Ross Geller,She's not Rachel.,Sad,"['Julie', 'Rachel Green']",2
s02,e08,c07,u002,Monica Geller,"Ok, this is pumpkin pie with mockolate cookie crumb crust. This is mockolate cranberry cake, and these are mockolate chip cookies. Just like the Indians served.",Neutral,[],0
s02,e08,c07,u003,Rachel Green,Oh my god.,Mad,[],0
s02,e08,c07,u004,Monica Geller,Oh my god good?,Scared,[],0
s02,e08,c07,u005,Rachel Green,"Oh my god, I can't believe you let me put this in my mouth.",Mad,"['Rachel Green', 'Monica Geller', 'Rachel Green', 'Rachel Green']",4
s02,e08,c07,u006,Phoebe Buffay,"Oh, oh sweet Lord! This is what evil must taste like!",Sad,[],0
s02,e08,c09,u002,Chandler Bing,"My diary! My diary, that's brilliant. I should have told her it was my diary, she never would have made me read her my diary.",Joyful,['Chandler Bing'],1
s02,e08,c09,u003,Monica Geller,"You know, that's true. You'd be a great person to have around the day after an emergency.",Powerful,"['Chandler Bing', 'Chandler Bing']",2
s02,e08,c09,u004,Phoebe Buffay,I... I cannot believe Ross even made this list. What a dinkus.,Scared,['Phoebe Buffay'],1
s02,e08,c09,u005,Joey Tribbiani,"Hey, cut him some slack. It was Chandler's idea.",Neutral,['Chandler Bing'],1
s02,e08,c09,u006,Phoebe Buffay,What?,Neutral,[],0
s02,e08,c09,u007,Monica Geller,What?,Neutral,[],0
s02,e08,c09,u008,Chandler Bing,"Oh good, I was hoping that would come up.",Joyful,['Chandler Bing'],1
s02,e08,c09,u009,Monica Geller,This was your idea?,Neutral,['Chandler Bing'],1
s02,e08,c09,u010,Phoebe Buffay,What were you thinking?,Neutral,['Chandler Bing'],1
s02,e08,c09,u011,Chandler Bing,"All right, let's get some perspective here, ok? These things, they happen for a reason.",Peaceful,['Non-Entity'],1
s02,e08,c09,u012,Monica Geller,Yeah. You!,Neutral,['Chandler Bing'],1
s02,e08,c09,u013,Chandler Bing,"All right, Pheebs, back me up here, ok? You believe in that karma crap, don't you?",Scared,"['Phoebe Buffay', 'Phoebe Buffay']",2
s02,e08,c09,u014,Phoebe Buffay,"Yeah, by the way, good luck in your next life as a dung beetle.",Neutral,['Chandler Bing'],1
s02,e08,c10,u002,Ross Geller,"Rach! Whoops! Rach, hey, open up, please!",Scared,[],0
s02,e08,c10,u003,Rachel Green,"When somebody does not buzz you in, Ross, that means go away. That doesn't mean please climb up the fire escape.",Mad,[],0
s02,e08,c10,u004,Ross Geller,I just wanna read something. It's your pro list.,Neutral,['Rachel Green'],1
s02,e08,c10,u005,Rachel Green,Not interested.,Mad,[],0
s02,e08,c10,u006,Ross Geller,"Ok, ok, number one: The way you cry at game shows. Number two: how much you love your friends. Number three: the way you play with your hair when you're nervous. Number four: how brave you are for starting your life over. Number five: how great you are with Ben.",Neutral,"['Rachel Green', 'Rachel Green']",2
s02,e08,c10,u007,Ross Geller,Number six: the way you smell.,Peaceful,[],0
s02,e08,c10,u008,Joey Tribbiani,"Hey, Ross! What are you doin'?",Peaceful,['Ross Geller'],1
s02,e08,c10,u009,Ross Geller,"Hey, Joey. You wanna open the window?",Neutral,['Joey Tribbiani'],1
s02,e08,c10,u010,Joey Tribbiani,"Oh, yeah, I do.",Joyful,['Joey Tribbiani'],1
s02,e08,c10,u011,Chandler Bing,What are you doing out there?,Neutral,['Ross Geller'],1
s02,e08,c10,u012,Ross Geller,"I am, uh, I am...",Scared,"['Ross Geller', 'Ross Geller']",2
s02,e08,c10,u013,Monica Geller,"Oh, you must be freezing. You know what you need? How about a nice steaming cup of hot Mockolate?",Peaceful,"['Ross Geller', 'Ross Geller']",2
s02,e08,c10,u014,Ross Geller,"Rach, come on, open up. Rach, come on, come on, Rach. You got to give me another chance.",Scared,"['Rachel Green', 'Rachel Green']",2
s02,e08,c10,u015,Rachel Green,No.,Mad,[],0
s02,e08,c10,u016,Ross Geller,No?,Scared,[],0
s02,e08,c10,u017,Rachel Green,That's what I said.,Mad,['Rachel Green'],1
s02,e08,c10,u018,Chandler Bing,"Look, maybe we should go?",Scared,"['Ross Geller', 'Joey Tribbiani', 'Rachel Green', 'Monica Geller', 'Chandler Bing']",5
s02,e08,c10,u019,Rachel Green,"No, you guys, you really don't have to go, we're done talking.",Mad,"['Ross Geller', 'Joey Tribbiani', 'Monica Geller', 'Chandler Bing', 'Ross Geller', 'Joey Tribbiani', 'Monica Geller', 'Chandler Bing', 'Ross Geller', 'Joey Tribbiani', 'Rachel Green', 'Monica Geller', 'Chandler Bing']",13
s02,e08,c10,u020,Ross Geller,"Rach, come on, look, I know how you must feel.",Scared,"['Rachel Green', 'Ross Geller', 'Rachel Green']",3
s02,e08,c10,u021,Rachel Green,"No, you don't, Ross. Imagine the worst things you think about yourself. Now, how would you feel if the one person that you trusted the most in the world not only thinks them too, but actually uses them as reasons not to be with you.",Sad,['Ross Geller'],1
s02,e08,c10,u022,Ross Geller,"No, but, but I wanna be with you in spite of all those things.",Peaceful,"['Ross Geller', 'Rachel Green']",2
s02,e08,c10,u023,Rachel Green,"Oh, well, that's, that's mighty big of you, Ross. I said don't go!",Sad,['Rachel Green'],1
s02,e08,c10,u024,Ross Geller,"You know what? You know what? If, things were the other way around, there's nothing you could put on a list that would ever make me not want to be with you.",Peaceful,['Rachel Green'],1
s02,e08,c10,u025,Rachel Green,"Well, then, I guess that's the difference between us. See, I'd never make a list.",Scared,['Rachel Green'],1
s02,e08,c10,u026,Joey Tribbiani,"I never know how long you're supposed to wait in this type of a situation before you can talk again, you know? Maybe a little longer.",Scared,[],0
s02,e08,c11,u002,Monica Geller,"Now, in some of these recipes, the quantities may seem just a little unusual, uh, like these coconut mockolate holiday nut bars. I've indicated four cups of coconut, and four cups of crushed nut, and only, uh, one tablespoon of mockolate.",Neutral,['Monica Geller'],1
s02,e08,c11,u003,Mr. Ratstatter,Doesn't matter.,Neutral,[],0
s02,e08,c11,u004,Monica Geller,What?,Scared,[],0
s02,e08,c11,u005,Mr. Ratstatter,Our FDA approval didn't come through. Something about laboratory rats.,Sad,[],0
s02,e08,c11,u006,Monica Geller,"Oh, gosh, I'm sorry.",Sad,['Monica Geller'],1
s02,e08,c11,u007,Mr. Ratstatter,"Yeah, well, anyhoo, here is your check. Thank you for all the trouble you went through. Um, listen, you didn't eat a lot of it while you were cooking, did you?",Sad,['Monica Geller'],1
s02,e08,c11,u008,Monica Geller,"Well, uh, I ate some.",Scared,['Monica Geller'],1
s02,e08,c11,u009,Mr. Ratstatter,"Oh, some, that's fine. Some is fine. Some is not a lot. So, it doesn't burn when you pee, does it?",Neutral,[],0
s02,e08,c12,u003,Monica Geller,Hello?,Neutral,[],0
s02,e08,c12,u004,Ross Geller,Hi.,Neutral,[],0
s02,e08,c12,u005,Rachel Green,"Is that him again? Tell him I'd come to the phone, but my ankles are weighin' me down.",Peaceful,"['Ross Geller', 'Rachel Green', 'Rachel Green']",3
s02,e08,c12,u006,Monica Geller,"Listen, I... I don't think this is the best time.",Neutral,['Monica Geller'],1
s02,e08,c12,u007,Ross Geller,"Look, can, can you do something for me?",Scared,"['Monica Geller', 'Ross Geller']",2
s02,e08,c12,u008,Monica Geller,"Sure, what? Ok, ok. Music?",Powerful,[],0
s02,e08,c12,u009,Radio,"The next one's dedicated to Rachel from Ross. Rachel, he wants you to know he's deeply sorry for what he did and he hopes you can find it in your heart to forgive him.",Powerful,"['Rachel Green', 'Ross Geller', 'Rachel Green', 'Ross Geller', 'Ross Geller', 'Ross Geller', 'Rachel Green', 'Rachel Green', 'Ross Geller']",9
s02,e08,c12,u010,Radio,"Uh, we've just gotten a call from Rachel, and she told us what Ross did. It's pretty appalling, and Ross, if you're listening, I don't wanna play your song anymore. Why don't we devote our time to a couple that stands a chance? Avery, Michelle's sorry she hit you with her car and she hopes you two will work it out.",Joyful,"['Ross Geller', 'Ross Geller', 'Radio', 'Ross Geller']",4
s02,e08,c13,u002,Mr. Ratstatter,"Hi, thanks for coming in again.",Neutral,[],0
s02,e08,c13,u003,Monica Geller,"Oh, not at all. I have no morals and I need the cash.",Sad,"['Monica Geller', 'Monica Geller']",2
s02,e08,c13,u004,Mr. Ratstatter,"It's like I'm lookin' in a mirror. Anyway, they're called ""fishtachios"". They taste exactly like pistachios, but they're made primarily of reconstituted fish bits. Here, try one. You're not allergic to anything, are you?",Neutral,['Non-Entity'],1
s02,e08,c13,u005,Monica Geller,Cat hair.,Sad,[],0
s02,e08,c13,u006,Mr. Ratstatter,"Oh, sorry.",Sad,[],0
s02,e09,c01,u002,Phoebe Buffay,"Ooh, ooh, ooh, ooh, ooh. Ugly Naked Guy is decorating his tree. Oh my God, you should see the size of his Christmas Balls.",Joyful,"['Ugly Naked Guy', 'Ugly Naked Guy']",2
s02,e09,c01,u003,Joey Tribbiani,Hey.,Neutral,[],0
s02,e09,c01,u004,Chandler Bing,Hey.,Neutral,[],0
s02,e09,c01,u005,Rachel Green,Hey.,Neutral,[],0
s02,e09,c01,u006,Joey Tribbiani,"Hey, how much did you guys tip the super this year?",Neutral,"['Rachel Green', 'Monica Geller', 'Chandler Bing']",3
s02,e09,c01,u007,Chandler Bing,"Yeah, we were gonna give fifty, but if you guys gave more, we don't wanna look bad.",Neutral,"['Joey Tribbiani', 'Chandler Bing', 'Rachel Green', 'Monica Geller', 'Joey Tribbiani', 'Chandler Bing']",6
s02,e09,c01,u008,Monica Geller,"Oh, actually this year we just made him homemade cookies.",Neutral,['Mr. Adelman'],1
s02,e09,c01,u009,Chandler Bing,And twenty-five it is.,Joyful,[],0
s02,e09,c01,u010,Joey Tribbiani,You gave him cookies?,Neutral,"['Monica Geller', 'Mr. Adelman']",2
s02,e09,c01,u011,Monica Geller,"Money is so impersonal. Cookies says someone really cares. . . Alright, we're broke, but cookies do say that.",Neutral,[],0
s02,e09,c01,u012,Phoebe Buffay,I can see that. A plate of brownies once told me a limerick.,Neutral,['Phoebe Buffay'],1
s02,e09,c01,u013,Chandler Bing,"Phoebs, let me ask you something, were, were these, uh, funny brownies?",Scared,"['Phoebe Buffay', 'Chandler Bing', 'Phoebe Buffay']",3
s02,e09,c01,u014,Phoebe Buffay,"Not especially. But you know what, I think they had pot in them.",Neutral,"['Ross Geller', 'Chandler Bing', 'Phoebe Buffay', 'Non-Entity', 'Non-Entity']",5
s02,e09,c01,u015,Ross Geller,"So you guys, who else did you tip with cookies?",Neutral,"['Rachel Green', 'Monica Geller', 'Rachel Green', 'Monica Geller']",4
s02,e09,c01,u016,Rachel Green,"Uhh, the mailman, the super.",Neutral,[],0
s02,e09,c01,u017,Monica Geller,"Oh, and the newspaper delivery guy.",Peaceful,['Man 1'],1
s02,e09,c01,u018,Joey Tribbiani,Oh my God.,Scared,[],0
s02,e09,c01,u019,Rachel Green,What?,Scared,[],0
s02,e09,c01,u020,Joey Tribbiani,"Uhhh, I don't think you're gonna like this.",Scared,"['Joey Tribbiani', 'Rachel Green']",2
s02,e09,c01,u021,Rachel Green,"Ooh, goooosh, ooh, these are cookies smashed in the sports section.",Mad,[],0
s02,e09,c01,u022,Monica Geller,"Oh look, and he did my crossword puzzle.",Mad,"['Man 1', 'Monica Geller']",2
s02,e09,c01,u023,Ross Geller,"Yeah, but not very well, unless 14-across, 'Gershwin musical' actually is bitemebitemebitemebiteme.",Mad,[],0
s02,e09,c03,u002,Grandmother,Esther Livingston. Gone.,Neutral,[],0
s02,e09,c03,u003,Grandmother,"Hi, Phoe.",Neutral,['Phoebe Buffay'],1
s02,e09,c03,u004,Phoebe Buffay,Hi Gram. Whatcha doin'?,Joyful,[],0
s02,e09,c03,u005,Grandmother,"Oh, just updating the phonebook.",Neutral,[],0
s02,e09,c03,u006,Phoebe Buffay,"Um, gram, um, can I see the pictures of my dad again?",Scared,"['Phoebe Buffay', 'Phoebe Buffay']",2
s02,e09,c03,u007,Grandmother,"Oh. Oh, sure, sure, uh, uh, how come?",Scared,[],0
s02,e09,c03,u008,Phoebe Buffay,"Just, you know, to see... um.",Scared,[],0
s02,e09,c03,u009,Grandmother,"Oh, sure, yeah. This is the one of you father in a meadow, and, uh, helping a little boy fly a kite, and here he is at a graduation. . . another graduation. . . another graduation.",Joyful,"['Phoebe Buffay', 'Man 1', 'Man 2']",3
s02,e09,c03,u010,Phoebe Buffay,"OK, is this really my father?",Scared,['Phoebe Buffay'],1
s02,e09,c03,u011,Grandmother,Is it really your fa--I can't... well of course it is.,Scared,[],0
s02,e09,c03,u012,Phoebe Buffay,"OK, I smell smoke. Maybe that's 'cause someone's pants are on fire.",Mad,[],0
s02,e09,c03,u013,Grandmother,"Look, I. . .",Scared,[],0
s02,e09,c03,u014,Phoebe Buffay,"Ya know, in all the years that we have been grandmother and granddaughter, you have never lied to me.",Powerful,"['Grandmother', 'Phoebe Buffay', 'Grandmother', 'Grandmother', 'Phoebe Buffay', 'Grandmother', 'Phoebe Buffay']",7
