season_id,episode_id,scene_id,plot
s02,e17,c05,No plot availble for scene
s02,e17,c06,Ross and Rachel are explaining to Chandler that Joey has moved to another apartment and is not going to be his roommate anymore . Chandler has a conversation with Rachel and Ross about Joey moving back in. Ross and Rachel try to convince Chandler that there 's no way Joey wants to move back in.
s02,e17,c07,Phoebe has trouble recording a song in the studio .
s02,e17,c08,No plot availble for scene
s02,e17,c09,"When Joey visits Chandler to talk about their living situation , Joey meets Eddie , Chandler 's new roommate ."
s02,e17,c10,"Chandler gets a new roommate , Eddie , who seems like a great guy . Pheobe hears herself sing for the first time and likes it . Monica , Rachel , Ross and Phoebe watch the ' smelly cat ' advert everyone but Phoebe realizes that Phoebe 's voice has been dubbed over . Phoebe however , thinks it 's herself . Rachel and Monica are in disbelief that Chandler has a new roommate"
s02,e17,c11,No plot availble for scene
s02,e17,c12,No plot availble for scene
s02,e17,c13,"A record producers signs Phoebe to make a video of Smelly Cat , but dubs in someone else 's voice . Phoebe explains that the singer in Phoebe 's commercial is not actually Phoebe . Phoebe meets the gang at the coffee shop to discuss Phoebes voice . Phoebe discovers there 's a video of Phoebe 's song not sung by Phoebe . When Phoebe sees the ends result , everyone is surprised to hear another woman singing in Phoebe 's place ( Phoebe still appears in the video ) ."
s02,e17,c14,"Chandler and Joey miss each other , but neither one will admit it . Joey is jealous , and he and Chandler fight like a typical couple . Chandler finds out that he does really have that much in common with Eddie after all . Time gives an answer to Chandler , however , as Eddie lacks the features which made he and Joey great friends , as Eddie likes neither foosball nor Baywatch . instead of her , use Chandler , use Eddie ."
s02,e17,c15,No plot availble for scene
s02,e18,c01,Joey is starting to find success in playing Dr. Drake Ramoray on TV series Days Of Our Lives . The friends watch Joey 's acting on TV as he describes the plot .
s02,e18,c02,Chandler is having trouble bonding with his new roommate Eddie . Phoebe plays a trick on Chandler .
s02,e18,c03,No plot availble for scene
s02,e18,c04,"Monica invites Monica 's friends to stay overnight at Monica 's apartment . Phoebe finds new couple Monica and Richard very cute , and makes a short speech to him about how Phoebe likes Richard the most out of all the boyfriends Monica has had ( which were"
s02,e18,c05,Eddie accuses Chandler of having sex with Tilly . Tilly came to Eddie and Chandler 's apartment and dropped off a fish tank .
s02,e18,c06,"Joey 's claim in Soap Opera Digest that he writes a lot of his own lines angers the show 's writer , who decides to have Dr. Ramoray fall down an elevator shaft . He even has an interview published in TV magazine Soap Opera Digest ."
s02,e18,c07,No plot availble for scene
s02,e18,c08,One of the writer 's kills off Joeys character by having his him fall down an elevator shaft and Joey is mad about it .
s02,e18,c09,No plot availble for scene
s02,e18,c10,"Chandler 's roommate , Eddie , begins to show signs of instability : He 's obsessed with his ex-girlfriend ; he accuses Chandler of sleeping with her , and of killing his fish . Chandler tells Eddie that Chandler did n't sleep with Eddie 's girlfriend . EDDIE AND CHANDLER WERE FIGHTING OVER CHANDLER SLEEPING WITH EDDIES GIRLFRIEND Eddie recounts his latest break - up with his ex-girlfriend , He says Chandler is responsible for that Chandler soon starts to find out for himself how crazy and delusional Eddie is . Chandler and Eddie argue about Eddie 's girlfriend and Eddie 's fish , Buddy . Chandler denies this , but Eddie does not take heed . He even accuses Chandler of stealing Buddy , his goldfish , even though the fish tank Tilly dropped off is empty ."
s02,e18,c11,No plot availble for scene
s02,e18,c12,No plot availble for scene
s02,e18,c13,"The group goes to Joey 's apartment to show support after the role Joey was playing was canceled . Monica 's OCD is always in overdrive , even when comforting a friend ."
s02,e18,c14,And Chandler is not amused when Eddie replaces Buddy with a goldfish cracker he names Chandler ( after his roommate ) and bakes
s02,e18,c15,No plot availble for scene
s02,e19,c01,"Chandler wakes in the night to find Eddie watching him sleep ; they argue and Eddie agrees to leave . Chandler , already annoyed by crazy new roommate Eddie , is scared to death when he learns that the madman has watched him sleep all night long . Eddie says Eddie will be gone before Chandler returns from work the next day , but does n't leave . Chandler freaks out because Eddie was watching Chandler sleep . Realizing the situation , Eddie apologizes and leaves . Chandler 's creepy new roommate Eddie is caught watching Chandler sleep ."
s02,e19,c02,No plot availble for scene
s02,e19,c03,Estelle gives Joey an opooturnity for a lesser role than what he is used to . Joey refuses to take a role that his agent has offered him .
s02,e19,c04,"Phoebe and Monica introduce Rachel to a new book , Be Your Own Windkeeper . Ross and Rachel bicker after Rachel reads a book urging women to not let men steal their wind ."
s02,e19,c05,No plot availble for scene
s02,e19,c06,"Chandler enters his apartment thinking Eddie would be gone . Much to Chandler 's surprise , Eddie is inside the apartment dehydrating fruit and must have completely forgotten about their previous conversation . Chandler enters the apartment and is surprised by Eddie . Eddie is dehydrating fruits and vegetables in Chandler 's apartment ."
s02,e19,c07,"And when he goes to Central Perk for some lemonade , he learns from Gunther that before becoming a waiter , he was Bryce on All My Children ."
s02,e19,c08,"To prevent the basket - case from watching him sleep , Chandler crashes on Monica 's couch , and over-reacts upon waking up and finding that Monica is affectionately watching him sleep ."
s02,e19,c09,"The next morning , Chandler yells at Eddie , reminding him to move out , but Eddie shows no signs of recollection about this already - pursued subject . Chandler has had enough of his crazy roomate Eddie and tells him to move out ."
s02,e19,c10,"Joey auditions for a role . However , Joey is annoyed that JOEY called to act as a secondary cab driver character and refuses to go down that road ."
s02,e19,c11,"Monica discusses the men she has slept with while asking phoebe questions . Unfortunately for Rachel , Monica and Phoebe do so too , and the three girls eventually turn on each other , culminating in a big fight during a goddess - circle quiz ."
s02,e19,c12,No plot availble for scene
s02,e19,c13,No plot availble for scene
s02,e19,c14,"Chandler and Joey trick Eddie into thinking he does n't live in the appartment His debt is so large that Joey ends up losing all his newly - bought furniture and his new apartment . But when Eddie tries to get into Eddie 's apartment that night , Eddie finds the lock changed and the door locked . When Eddie knocks , Chandler answers the door , and pretends not to know Eddie at all . Joey moved back in with Chandler to help Chandler get rid of Eddie . When Eddie explains that he 's Chandler 's roommate , Chandler replies that Chandler already has a roommate - Joey has moved back in with Chandler , and pretends that Joey had never moved out . Joey and Chandler make Eddie think he does n't live in the apartment any more ."
s02,e19,c15,No plot availble for scene
s02,e20,c01,No plot availble for scene
s02,e20,c02,"When Joey and Chandler have an extra ticket for a Knicks game , Monica convinces them to take Richard , but Joey & Chandler do it only because they can go to the game in his Jaguar ."
s02,e20,c03,"Ross , bothered that he 's missing significant steps in Ben 's development , takes Ben for a weekend . Ross is so upset that he misses so many of Ben 's ' firsts ' , that he wants him for a whole weekend ."
s02,e20,c04,"Phoebe discovers that Phoebe 's mother used to shield Phoebe from the sad parts of movies , like Old Yeller . Monica 's boyfriend let Chandler and Joey drive the expensive car . When Monica , Richard , Ross and Rachel are watching Old Yeller , Phoebe finds out that Phoebe 's mother never showed her the ends of sad movies to shield Pheobe from the pain , Joey and Chandler are impressed by Monica 's boyfriend Richard , and relay what happened while they were out with Richard . Phoebe rents all of the movies she watched as a child . Phoebe becomes upset when she learns that all of the movies have sad endings . Phoebe 's mother never let her finish the movies as a child to shield her from the sad endings ."
s02,e20,c05,No plot availble for scene
s02,e20,c06,No plot availble for scene
s02,e20,c07,No plot availble for scene
s02,e20,c08,No plot availble for scene
s02,e20,c09,No plot availble for scene
s02,e20,c10,No plot availble for scene
s02,e20,c11,"In the closing credits , Phoebe is seen watching Sesame Street with Ben , telling Ben not to worry that Bert is gone , since Ernie would find him later on . Phoebe is also glad that Ernie is there ."
s02,e21,c01,No plot availble for scene
s02,e21,c02,No plot availble for scene
s02,e21,c03,No plot availble for scene
s02,e21,c04,"Phoebe , Rachel , and Joey are stuck in a car until a dog attacking Phoebe goes away ."
s02,e21,c05,No plot availble for scene
s02,e21,c06,No plot availble for scene
s02,e21,c07,No plot availble for scene
s02,e21,c08,"Ross contemplates getting beat up in order to get some real coffee . Ross and Chandler make cappuccino . Chandler , Joey , and Ross chat while discussing how to make cappucino ."
s02,e21,c09,No plot availble for scene
s02,e21,c10,No plot availble for scene
s02,e21,c11,No plot availble for scene
s02,e21,c12,No plot availble for scene
s02,e21,c13,No plot availble for scene
s02,e22,c01,"At Monica 's new workplace , the Moondance Diner , Ross , Phoebe , Joey , and Chandler discuss Rachel 's birthday . Monica exacerbates Ross , Phoebe , Joey , and Chandler because of Monica 's fancy requests ."
s02,e22,c02,"The invite list is almost made up , but on Rachel 's revelation that Rachel 's parents yelled at each other during her sister 's graduation , Monica invites only Rachel 's mother to the party . Ross , Monica , Pheope , Joey , and Chandler are trying to plan a party for Rachel , but are informed that Rachel 's parents can not get along ."
s02,e22,c03,No plot availble for scene
s02,e22,c04,No plot availble for scene
s02,e22,c05,No plot availble for scene
s02,e22,c06,Rachel is talking to Chandler about her parents getting divorced .
s02,e22,c07,"Phoebe smuggles guests out of Monica 's boring party and into Chandler and Joey 's raging celebration . As a result , guests start abandoning the party and heading to Chandler and Joey 's bash , which is a lot more fun and laidback . As Dr. Green leaves Monica 's , Joey turns Rachel 's mom and kisses her on the lips until Rachel 's dad is gone . Mrs. Green slaps Joey lovingly on the cheek , exclaiming how this was the best party Mrs . Green ' s been to in years . Monica is seeing Mrs . Green out the door ."
s02,e22,c08,Monica makes flan instead of cake .
s02,e23,c01,No plot availble for scene
s02,e23,c02,No plot availble for scene
s02,e23,c03,"Chandler gets Joey a job at his office , and tells him to act like a processor . Joey needs some money , so Chandler organizes a job as a data processor at his work for Joey . Joey , not knowing how to process data , decides to act as a processor , named Joseph ."
s02,e23,c04,No plot availble for scene
s02,e23,c05,"Ryan wants to see Phoebe even though Phoebe has chickenpox . Ben has chicken pox and everybody except Phoebe has had them and unfortunately Phoebe gets it . Ben gets scared of a lightning making Phoebe think it was because of the way her face looks . Ryan also has n't had the chicken pox , but Ryan would n't let the pox stand between Ryan and Phoebe , resulting in both having the chicken pox and the itching , driving Ryan and Phoebe crazy . Ryan hates fish ."
s02,e23,c06,"Joey takes it too far and invents a character , Joey 's character , Joseph has two kids and a wife , Karen . Chandler is checking in on how Joey 's first day is going , Joey is in a character that has a wife and recently decided have a third kid ."
s02,e23,c07,No plot availble for scene
s02,e23,c08,No plot availble for scene
s02,e23,c09,No plot availble for scene
s02,e23,c10,"Unfortunately for Joey , Chandler hates Joseph , because he gets along with other employees int he workplace by blaming Chandler for all his faults . Joey and Chandler agree that Joseph has to go , after Chandler pretend cheated with Karen ."
s02,e23,c11,Monica tapes oven mits to their hands so they wo n't scratch . Rachel is turned on by uniforms ; Ross gets one .
s02,e23,c12,"Monica is upset that Richard does n't have one little thing that he is obsessive about , but in the end he discovers that he has one obsessive thing ( he has to sleep in the left side of the bed ) ."
s02,e23,c13,"Ross ends up wearing a Navy uniform to spice things up with Rachel , who kills the moment . Ryan leaves after two not - so - romantic weeks and is never seen again ."
s02,e23,c14,No plot availble for scene
s02,e24,c01,"Joey has an audition for a movie directed by Warren Beatty ; the part involves kissing another man , and Joey tries to find one to practice with . use Ross Joey auditions for Warren Beatty 's new movie , and is told that Joey is a good actor but is bad at kissing . Eventually , Ross , out of guilt , sucks it up and kisses Joey , who reveals that the audition is over and he did n't get the part ."
s02,e24,c02,"As Joey 's role involved kissing another guy , he seeks help from Chandler and Ross , who refuse to help ."
s02,e24,c03,No plot availble for scene
s02,e24,c04,"Richard sees them in Paris , a happy couple without kids . Monica confronts Richard about their future together . Monica wants to have children , but Richard , who already has children from a previous relationship , does not want to have children at his age . Monica asks Richard about his plans for the future , and discovers Richard does n't want to start having kids again ."
s02,e24,c05,No plot availble for scene
s02,e24,c06,"Monica and Richard are trying to avoid a certain conversation , turning to small talk and bad jokes for help . Monica and Richard attend Barry and Mindy 's wedding ."
s02,e24,c07,No plot availble for scene
s02,e24,c08,No plot availble for scene
s02,e24,c09,"Phoebe convinces Chandler to go meet Angela in spite of this , so Chandler asks the girl to meet Chandler at the coffeehouse . Phoebe is trying to get Chandler to meet the person who he is chatting with on the computer . Phoebe wants Chandler to respond to the lady he was chatting with on the computer ."
s02,e24,c10,"Ross and Rachel attend Barry and Mindy 's wedding . Rachel is trying not to look foolish at Barry and Mindy 's wedding . Rachel is about to leave , but does n't when Rachel learns that Barry was betting on Rachel to leave before 9:45 . Ross tells everyone Rachel left Barry because Rachel wanted to be with Ross . She tells Barry that she promised herself she 'd make it through at least one of his weddings . Monica , however , is keen on having children of Monica 's own , but does n't pursue the subject as Monica fears it would become uncomfortable . Monica walked out on Barry because she did not love Barru anymore , and now is with Ross . The Best Man makes a toast and gets interrupted by Ross who tells everyone that Ross is Rachel 's boyfriend . Monica tries throwing candy into Richard 's mouth , but keeps failing and hits a woman in the back of the head ."
s02,e24,c11,"While dancing , Richard offers to have kids with Monica if Richard has to ."
s02,e24,c12,"She turns out to be Janice . Everyone , including Chandler , is shocked that the mystery girl is Janice . Chandler is nervous about meeting his online date , so Pehoebe and Rachael try to comfort Chandler , only to find out that the mystery date is Janice ."
s02,e24,c13,No plot availble for scene
s03,e01,c01,No plot availble for scene
s03,e01,c02,The friends discuss how Monica is feeling about her recent break up Monica is still crushed by Monica 's break - up with Richard and has n't slept in days . Monica has not slept in three nights in a rowl Ross suggests the most romantic song in the world is Tupolo Honey by Van Morrison . Ross thinks that Tupolo Honey by Van Morrison is the most romantic song ever .
s03,e01,c03,Chandler likes Janice .
s03,e01,c04,No plot availble for scene
s03,e01,c05,"Ross does not have the Navy uniform to put on for Rachel , but instead offers to put on the old band uniform that Ross wore in high school . After much prodding , Ross admits to Rachel that Ross fantasizes about the scene in Return of the Jedi where Princess Leia wears a gold bikini . Rachel asks Ross what Ross 's secret fantasy is . Ross recounts the Return Of The Jedi scene where Princess Leia is shown as Jabba 's prisoner wearing Monica 's notorious gold bikini . Ross is about to fulfill his fantasy with a Rachel dressed exactly like Princess Leia , but Chandler 's scary sexual fantasy kicks in and Chandler start seeing Chandler 's mother Judy in the Leia outfit ."
s03,e01,c06,No plot availble for scene
s03,e01,c07,Chandler finds out that Joey has a problem with Janice and tells Janice .
s03,e01,c08,Rachel had told a sexual fantasy to her friends / .
s03,e01,c09,No plot availble for scene
s03,e01,c10,No plot availble for scene
s03,e01,c11,No plot availble for scene
s03,e01,c12,"Joey ca n't stand having Janice around all the time ; Janice invites him on a "" day of fun "" so they can get to know each other . Joey spends the day with Chandler 's girlfriend Janice to try and get to know her , but still does n't like her . Joey can not stand that Chandler is dating Janice again . Joey spends the day with Janice in an attempt to try and get to know and like Janice , however it does n't work and Joey still does not like Janice . Janice talks to Joey and drags Joey with Janice and hangs out with Joey for a whole day . Although Joey pretends to have had fun , Joey still ca n't stand the woman , but Chandler appreciates Joey 's gesture and Joey 's efforts to like Janice ."
s03,e01,c13,"Monica is dysfunctional because of Monica 's breakup with Richard . When Monica 's father Jack drops by to talk to Monica , Jack reveals to Monica that Richard is also a mess - much more than Richard was after Richard 's marriage - which is good enough for Monica to start getting some closure with Richard . Richard is not doing that great ."
s03,e01,c14,"Ross is angry at Chandler after Rachel appears to turn into Mrs. Geller during a Star Wars role play . During a sexual encounter , Mrs. Geller appears in a vision because of Chandler ."
s03,e02,c01,Joey and Chandler are talking about the fat in the fridge .
s03,e02,c02,No plot availble for scene
s03,e02,c03,No plot availble for scene
s03,e02,c04,No plot availble for scene
s03,e03,c01,No plot availble for scene
s03,e03,c02,"First , she makes a lot of jam , which Joey loves . Monica has decided Monica needs a project to help Monica get over Richard , so Monica takes to making tons of jam ( the ' Jam Plan ' ) . Monica , Ross , Rachel and Chandler talk about Monica 's jam ."
s03,e03,c03,"Phoebe is followed by Phoebe 's sister 's stalker ( Malcolm ) ... Meanwhile , Phoebe is being stalked by a strange man , Malcolm , who thinks that she is Ursula . Ursula 's dumped boyfriend stalks Phoebe not knowing they were twins and then begins a relationship with Phoebe . Things go well until Phoebe is convinced by her friends to follow Guy to see if he is still following Ursula . Guy is sad that Phoebe does not trust Guy and has taken to stalking Guy , but as it turns out , Malcolm is still stalking Ursula ."
s03,e03,c04,No plot availble for scene
s03,e03,c05,No plot availble for scene
s03,e03,c06,No plot availble for scene
s03,e03,c07,No plot availble for scene
s03,e03,c08,No plot availble for scene
s03,e03,c09,"With a wrist in a cast , Janice is explaining to Rachel how it happened ."
s03,e03,c10,Phoebe is spying on Malcom to see if Malcom is stalking and hung up onUrsula .
s03,e03,c11,No plot availble for scene
s03,e03,c12,"Rachel and Joey discuss Joey donating sperm . Ross and Chandler talk in private and Ross smacks Candler over the head with a magazine . Joey talks about his recent trip to the sperm bank with Chandler , Ross , and Rachel Ross , Chandler , and Ross are hanging out when they see Joey Joey complains about why no one wants Joey to be the children 's father . Chandler went to talk to Ross and Ross smacks Chandler over the head with a magazine ."
s03,e04,c01,"Joey appears in an infomercial for the Milk Master 2000 . Phoebe , Rachel , Ross , and Chandler talk about an informercial ."
s03,e04,c02,No plot availble for scene
s03,e04,c03,No plot availble for scene
s03,e04,c04,Rachel says the phone is for emgrnecy and adds pretends agents .
s03,e04,c05,"As things move forward with Janice , Chandler starts to freak out about commitment and goes to the guys Janice advice . Joey tells Chandler to face Chandler 's fear so Chandler meets with Janice and gives Janice a drawer . Janice thinks chandler is sweet , until Chandler overdoes his bit and ends up declaring they should take a trip with janice parents and that Chandler and Janice move in together . This scares her off for awhile , but she later calls and Chandler confesses how he just wants to move forward in his relationship with her because he 's crazy about her ."
s03,e04,c06,No plot availble for scene
s03,e04,c07,Ross tries to interest Ben in GI Joe and dinosaurs instead .
s03,e04,c08,No plot availble for scene
s03,e04,c09,Phoebe impersonates an agent to get Joey good for auditions . Phoebe and Joey works out on Joey 's rejections in the auditions . Pheebs is giving all the acting notes .
s03,e04,c10,Monica and Rachel tell Chandler what to do about a phone call from Janice Rachel and Monica are confused that Janice called .
s03,e04,c11,Monica reveals that Ross used to dress up as a woman and host tea - parties and Ross 's parents and Monica call him Ross hides in the bathroom as Carol and others laugh at a memory .
s03,e04,c12,No plot availble for scene
s03,e05,c01,Joey gets carried away with a mailbox project and ends up building an entertainment center ; Joey mistakenly cuts Chandler 's door in half in the process .
s03,e05,c02,"Rachel tries to be reassuring about Frank showing up , when she actually Gunther just wants his cup brought back inside of Central Perk ."
s03,e05,c03,No plot availble for scene
s03,e05,c04,No plot availble for scene
s03,e05,c05,Then joey gets sidetracked on re-tiling Monica 's bathroom floor .
s03,e05,c06,No plot availble for scene
s03,e05,c07,Chandler is critiquing the allowed to sleep with list Chandler is poking holes in choices for a list of celebrities to sleep with .
s03,e05,c08,No plot availble for scene
s03,e05,c09,"Frank melts random things with Frank 's lighter , makes up Frank 's own karate , and Phoebe is finding it difficult to establish a connection . Joey asks for someone to get him tiles as he retailes the bathroom ."
s03,e05,c10,Phoebe gets called in to work at the massage place and asks Frank if he wants to come along . Rachel and Monica are the candidates to give a friend 's brother a massage .
s03,e05,c11,"While Chandler visits the bathroom , Monica inspects the little card listing the actresses printed up by Chandler"
s03,e05,c12,No plot availble for scene
s03,e05,c13,"Joe , Chandler , Ross , all , Phone , and Rachel move an entertainment center into a room that is n't quite big enough ."
s03,e05,c14,No plot availble for scene
s03,e05,c15,"Joey attempts to build an entertainment center , and tile a floor ."
s03,e06,c01,"Janice asks whether any of the group have slept together , and if so , who . Joey says that Rachel and Monica got together one time which is denied by Rachel so Joey discusses the possibility further . Joey , Rachel , Ross , Monica , Phoebe , Monica , and rachel all answer a question about whether any of them have had sex with each other ."
s03,e06,c02,No plot availble for scene
s03,e06,c03,"Chandler interviews Eric , a fashion photographer who informs Chandler that models would be at the apartment from time to time if Eric was to move in , and that Eric 's sister is a porn star ."
s03,e06,c04,"Chandler shows Joey the apartment and Joey , thinking Chandler is gay , explains that he is okay with it ."
s03,e06,c05,Joey and Chandler are in the hallway and Joey sees Monica for the first time .
s03,e06,c06,No plot availble for scene
s03,e06,c07,"Mr. Heckles continues to heckle the friends by saying Phoebe and Monica are interrupting his oboe practice ( which he does n't play ) , and by chasing away Chandler 's new roommate Eric . Chandler is trying to find a new roommate with little luck . Mr. Heckles tells Phoebe that Mr. Heckles could play the oboe . Ross says that Ross thinks a girls night out is a good idea . Mr. Heckles shows up and when Eric informs Heckles that Eric is moving in with Chandler , Heckles claims that Heckle 's is Chandler 's roommate and sends Eric away . Chandler thinks Eric just never showed up , and accepts Joey as Chandler 's new roommate . Mr. Heckels confuses Eric and says he is Chandler 's new roomate , so Eric leaves ."
s03,e06,c08,"Monica invites Joey in for some lemonade , and while Monica is preparing the lemonade , Joey removes all of Joey 's clothes . While Joey is moving into Chandler 's apartment , Chandler leaves for work and says hello to Monica in the hallway . Monica is attracted to Joey and invites Joey into Monica 's apartment for some lemonade . Joey misinterprets Monica invitation , and strips naked ."
s03,e06,c09,No plot availble for scene
s03,e06,c10,"Phoebe confesses to having spilled spaghetti on a couch cushion , and tells Monica that Phoebe "" needs to live in a land where people can spill "" . Phoebe moved Phoebe 's bed out of Monica 's apartment before admitting to Monica that Phoebe had relocated to another apartment . Phoebe expresses her frustration with having to live so neatly ."
s03,e06,c11,Joey and Chandler bond over Baywatch and beers . Nicole Eggert does a lot of running scenes on the show Baywatch .
s03,e06,c12,No plot availble for scene
s03,e06,c13,"Ross tells Pheobe that Ross 's marriage is ending . Ross and Carol are having problems in their marriage . Ross tells Phoebe that his wife , Carol , is a lesbian and that he thinks Susan is her lover . Ross enters the bar , knocks back some shots , and tells Phoebe that his marriage to Carol might be over as she is a lesbian . Ross meets up with Phoebe at the bar . Ross reveals his wife is a lesbian . Ross reveals to Phoebe that Carol is a lesbian . Ross tells the rest of the group that Carol is lesbian ."
s03,e06,c14,One of the lifeguards dismantles a nuclear device ; the relationship between Monica and Chandler is almost revealed . Monica and Chandler make plans for later .
s03,e06,c15,No plot availble for scene
s03,e06,c16,The episode ends with Rachel driving a car with Rachel 's friends in the back seats . Rachel has a daydream about kissing Chandler in a bar . She is fantasizing about going back to the closed bar and having sex with Chandler . Rachel in a daydream about her life misses her exit and her friends ask her why .
s03,e07,c01,Monica pokes fun at Ross for telling another story about dinosaurs in the museum .
s03,e07,c02,During childhood Ross played the role of Richie and Monica was Joanne .
s03,e07,c03,No plot availble for scene
s03,e07,c04,Monica and Phoebe shop for a new bed at a store owned by Janice 's ex-husband . Phoebe tells a joke to the child looking at the race car bed in the store . Phoebe warns that it is odd for Monica to buy a bed from someone who Chandler used to be involved with Chandler is being betrayed at Matress king after breaking up with Janice .
s03,e07,c05,No plot availble for scene
s03,e07,c06,No plot availble for scene
s03,e07,c07,Rachel 's father is Dr . Green .
s03,e07,c08,No plot availble for scene
s03,e07,c09,No plot availble for scene
s03,e07,c10,Rachel suggests seeing a chiroprator for neck issue
s03,e07,c11,Phoebe tries to convince Chandler that the racecar bed has always been there .
s03,e07,c12,No plot availble for scene
s03,e07,c13,"Chandler , Monica and Phoebe argued that giving the role of boxer to the student was wrong ."
s03,e07,c14,No plot availble for scene
s03,e07,c15,No plot availble for scene
s03,e07,c16,"While trying to return the bed , Joey and Monica see Janice kissing her ex-husband . Monica buys a bed from Janice 's ex-husband , but the wrong one is delivered so she tries to return it . Joey discovers Janice kissing her ex-husband . Monica goes to the mattress store to complain that Monica received the wrong mattress ."
s03,e07,c17,No plot availble for scene
s03,e08,c01,"Phoebe avoids going to the dentist because whenever Phoebe goes , someone dies . Phoebe is reluctant to go to the dentist as Phoebe thinks it 's a fatal mistake - to others , because every time Phoebe visits , someone dies ."
s03,e08,c02,"Joey wonders if he should tell Chandler about seeing Janice kiss her ex-husband . Gunther continues to brood over Rachel . Joey tells the gang that Joey saw Janice kissing Janice 's ex-husband . Still in shock by what he saw in the previous episode , Joey and Monica reveal to the group that he just witnessed Janice kissing her ex-husband . Phoebe bites in to an apple in pain , Rachel convinces Phoebe to go to the dentist . Joey battles in his head on telling Chandler what he just witnessed . Phoebe 's tooth is in too much pain for her to bear it anymore , so she goes to the dentist , while Joey tells the gang what he has seen . Ross asks Gunther if Ross can get a napkin to which Gunther replies that Ross has everything already . Ross thanks Gunther then asks for a napkin then Gunther condescendingly says Ross already has everything ."
s03,e08,c03,"Phoebe needs to go to a dentist appointment and Phoebe 's significant other needs to go fix a science exhibit , so they ask Rachel and Monica to watch Ben ."
s03,e08,c04,No plot availble for scene
s03,e08,c05,"Joey tries not to tell Chandler about it , but when Joey sees Chandler considering buying pearls for Janice 's birthday , Joey ca n't hold it any longer . Chandler confronts Janice , who admits to having kissed her ex-husband at least twice ."
s03,e08,c06,No plot availble for scene
s03,e08,c07,Joey told Chandler that he saw Chandler 's girlfriend kissing someone in the park .
s03,e08,c08,No plot availble for scene
s03,e08,c09,"She must choose between the two men she loves ; it looks like she might choose Chandler , but he decides he ca n't be responsible for breaking up her marriage . Joey is trying to convince Chandler to let Janice be with her husband ."
s03,e08,c10,"Monica plays airplane with Ben , but she bumps Ben 's head . Ross tries to make Monica feel guilty , but ends up bumping Ross 's head . Ross finds out that Ross 's sister bumped Ben 's head while babysitting , and Ross plays a joke on Ross 's sister ."
s03,e08,c11,"Janice is told to go back to her husband , and she decides it is the right thing to do ."
s03,e08,c12,"After Joey constructs a giant poking device with chopsticks , the gang poke all the way from Monica 's apartment to Ugly Naked Guy 's apartment to see if Ugly Naked Guy is still alive . Phoebe is overjoyed to see that he 's still alive ."
s03,e08,c13,Phoebe says she 's in love with Chandler . Chandler is singing Lionel Richie when Phoebe walks into the room and sings along with him .
s03,e09,c01,"The gang is gathered for Thanksgiving with the guys watching football and the girls cooking while Rachel sticks a marshmellow up Monica 's nose . The gang is gathered for thanksgiving , the guys decide not to help , and Rachel sticks a marshmellow up Monica 's nose The guys are watching the game on TV and Rachel is asking the guys for help in preparing Thanksgiving dinner ."
s03,e09,c02,No plot availble for scene
s03,e09,c03,No plot availble for scene
s03,e09,c04,No plot availble for scene
s03,e09,c05,"Phoebe , Chandler , and Joey talk about football over Thanksgiving dinner ."
s03,e09,c06,No plot availble for scene
s03,e10,c01,Gunther interrupts Rachel talking to Chandler while on the job and says Terry needs the new - waitress training to be taken again .
s03,e10,c02,No plot availble for scene
s03,e10,c03,No plot availble for scene
s03,e10,c04,Ross decides against spending money when he hears the price . Ross changes his mind about buying 400 boxes of Sarah 's cookies . Sarah wants to sell the most cookies because she wants to win a trip to space camp . Ross goes to Sarah 's house and buys enough boxes to top the sales . Ross gets out Ross ' wallet to purchase cookies but Ross realizes the cookies are too expensive for Ross . The dad keeps losing money going the the slots in Atlantic city and Ross facetiously wishes the Dad good luck .
s03,e10,c05,"Ross accidentally breaks a little girl 's leg , and ends up selling Brown Bird Cookies for her so she can go to Space Camp . The woman heard a knock on her door and saw through her peephole that it someone selling Brown Bird cookies ."
s03,e10,c06,Joey gets a job at a Christmas tree lot . Joey tells Phoebe what happens to unsold Christmas trees . Phoebe tries to come to terms with the cruelty of having a Christmas tree . Phoebe ca n't stand to see Christmas trees being cut down and sold to
s03,e10,c07,No plot availble for scene
s03,e10,c08,No plot availble for scene
s03,e10,c09,"Monica is picking out Monica 's Christmas tree and Phoebe shows Monica a dead one after which Monica and Phoebe discuss Monica 's mother 's death around christmas Phoebe argues comically about why Monica should buy a brown , dead tree for Christmas ."
s03,e10,c10,"Ross accidentally breaks the leg of a girl called Sarah Tuttle , a Brown Bird who is unable to sell Christmas cookies because of this . Ross breaks the Sarah legs"
s03,e10,c11,"She regrets this soon after , when she 's still without a lead on her career a day before her last one as a waitress at Central Perk . Rachel had been to an interview where a job could 'nt be obtained ."
s03,e10,c12,No plot availble for scene
s03,e10,c13,"Rachel gets the job in fashion , and works her last day at Central Perk with a more lifted spirit ( although she does mistake Chandler 's order and brings him coffee instead of tea ) ."
s03,e10,c14,No plot availble for scene
s03,e10,c15,"Ross holds a special , private space camp for Sarah ."
s03,e11,c01,Joey astounds the gang with a card trick .
s03,e11,c02,Chandler tells the whole group he just saw his ex-girlfriend Janice
s03,e11,c03,Rachel is less than enthused with the new job and new boss .
